2000136950	1 0 0
2000193934	0 1 0
2000269822	0 1 0
7178892447	0 1 0
8147413231	0 1 0
2000209352	0 1 0
7107321798	1 0 0
7110454979	1 0 0
7111056262	1 0 0
7117269093	1 0 0
7119778578	1 0 0
7128757474	1 0 0
7134042856	1 0 0
7139227791	1 0 0
7140026204	1 0 0
7145478651	1 0 0
7146509159	0 1 0
7158980283	1 0 0
7170505442	1 0 0
7176407482	0 1 0
7185363264	1 0 0
7189739085	0 1 0
8106454064	1 0 0
8108851420	1 0 0
8117695984	0 1 0
8131049863	0 1 0
8134042961	1 0 0
8135123170	1 0 0
8148408896	1 0 0
8225402528	1 0 0
2000228964	1 0 0
2000326762	1 0 0
2000379909	1 0 0
2000399243	1 0 0
2000496905	1 0 0
2000522278	1 0 0
2000526530	1 0 0
2000537224	1 0 0
2000548967	0 1 0
2000554048	1 0 0
2000581173	1 0 0
2000611301	1 0 0
2000626510	0 1 0
2000634239	1 0 0
5000778749	1 0 0
7103595414	0 1 0
7103939671	0 1 0
7106976754	1 0 0
7107091295	1 0 0
7108992550	0 1 0
7109266640	1 0 0
7110887615	1 0 0
7113729452	1 0 0
7114715022	0 1 0
7117102151	0 1 0
7119029656	0 1 0
7120053875	1 0 0
7122687546	0 1 0
7123619062	0 1 0
7126255672	1 0 0
7129155680	0 1 0
7129889322	1 0 0
7131378681	0 1 0
7131641910	0 1 0
7132520128	0 1 0
7133010468	0 1 0
7133046406	1 0 0
7134533160	1 0 0
7135122756	0 1 0
7136580459	1 0 0
7139566601	1 0 0
7142651306	0 1 0
7143497216	1 0 0
7145750005	1 0 0
7147422698	1 0 0
7150027914	0 1 0
7153376995	0 1 0
7153967917	0 1 0
7154444318	0 1 0
7162372168	0 1 0
7164009115	0 1 0
7165560011	1 0 0
7165572426	1 0 0
7165991825	1 0 0
7166484143	0 1 0
7168068307	1 0 0
7170196351	1 0 0
7170784302	1 0 0
7171668357	1 0 0
7172152052	1 0 0
7172918494	1 0 0
7173235612	0 1 0
7173356866	0 1 0
7173659605	1 0 0
7176200563	1 0 0
7176432105	1 0 0
7179852179	0 1 0
7180404024	0 1 0
7180841290	1 0 0
7181092098	1 0 0
7183692265	0 1 0
7185992154	0 1 0
7186917537	0 1 0
7190829737	0 1 0
7195256384	1 0 0
8100384420	0 1 0
8101519128	0 1 0
8104098049	0 1 0
8106539187	1 0 0
8108636393	0 1 0
8109647406	1 0 0
8111156614	0 1 0
8113883072	1 0 0
8115415109	0 1 0
8115578918	0 1 0
8115911734	1 0 0
8116349523	0 1 0
8116582455	0 1 0
8119961783	0 1 0
8120883041	1 0 0
8121973321	0 1 0
8133237346	0 1 0
8133429034	1 0 0
8133677961	1 0 0
8134999285	0 1 0
8136529566	1 0 0
8138599718	1 0 0
8139013096	1 0 0
8139794376	0 1 0
8141035337	0 1 0
8141683936	1 0 0
8145776455	1 0 0
8147225652	1 0 0
8147869170	0 1 0
8168052193	1 0 0
8168211449	0 1 0
8171379930	0 1 0
8187557207	1 0 0
8206513779	0 1 0
8224665091	0 1 0
9002723189	0 1 0
8147472077	1 0 0
8156950839	1 0 0
8157095854	1 0 0
8171721233	0 1 0
8172345906	0 1 0
8172690209	0 1 0
8172922027	1 0 0
8179632699	0 1 0
8190546208	1 0 0
8194596405	1 0 0
8204056437	1 0 0
8204792630	0 1 0
8205931464	1 0 0
8211087584	1 0 0
8214330596	0 1 0
8223457083	1 0 0
8244516820	1 0 0
8272988337	1 0 0
8278051958	0 1 0
8285022941	0 1 0
8286997949	0 1 0
8300628993	1 0 0
8302065247	0 1 0
8321602350	1 0 0
9000370754	0 1 0
9000415771	0 1 0
9000433736	0 1 0
9000443368	0 1 0
9000473628	0 1 0
9000920137	0 1 0
9001978584	0 1 0
9002336852	0 1 0
9002429351	0 1 0
9004049203	0 1 0
9004221181	0 1 0
8227300922	0 1 0
8228396952	1 0 0
8238048267	0 1 0
8238548216	1 0 0
8242805911	1 0 0
8242888926	0 1 0
8250737879	0 1 0
8254476279	1 0 0
8265321472	0 1 0
8266218993	0 1 0
8268501155	1 0 0
8273330970	0 1 0
8277778569	0 1 0
8284659309	0 1 0
8284911601	1 0 0
8285695334	0 1 0
8289535214	1 0 0
8292367956	1 0 0
8294421458	1 0 0
8296771784	0 1 0
8298389895	1 0 0
8303511089	0 1 0
8304730863	1 0 0
8305689888	0 1 0
8308017068	0 1 0
8311856072	1 0 0
8312548232	1 0 0
8322626963	1 0 0
8323037929	1 0 0
8323574305	0 1 0
8325464214	0 1 0
9000316443	0 1 0
9000317374	0 1 0
9000345938	0 1 0
9000390055	0 1 0
9000453686	0 1 0
9000476691	0 1 0
9000501910	0 1 0
9000515293	0 1 0
9000538024	0 1 0
9000544454	0 1 0
9000576345	0 1 0
9000668256	0 1 0
9000699186	0 1 0
9000777587	0 1 0
9000818557	0 1 0
9000849823	0 1 0
9000891127	0 1 0
9000897690	0 1 0
9000901012	0 1 0
9000926888	0 1 0
9001004922	0 1 0
9001111840	0 1 0
9001207946	0 1 0
9001249420	0 1 0
9001299673	0 1 0
9001307187	0 1 0
9001311913	0 1 0
9001411116	0 1 0
9001412233	0 1 0
9001429481	0 1 0
9001464616	0 1 0
9001518319	0 1 0
9001664036	0 1 0
9001665812	0 1 0
9001695860	0 1 0
9001698678	0 1 0
9001822573	0 1 0
9001846375	0 1 0
9001867355	0 1 0
9001909215	0 1 0
9002008361	0 1 0
9002015116	0 1 0
9002040932	0 1 0
9002090162	0 1 0
9002134412	0 1 0
9002141142	0 1 0
9002164540	0 1 0
9002192991	0 1 0
9002235307	0 1 0
9002276289	0 1 0
9002317396	0 1 0
9002347488	0 1 0
9002360621	0 1 0
9002371974	0 1 0
9002506371	0 1 0
9002557621	0 1 0
9002559931	0 1 0
9002630030	0 1 0
9002680682	0 1 0
9002694459	0 1 0
9002697047	0 1 0
9002716884	0 1 0
9002838897	0 1 0
9002876934	0 1 0
9002943786	0 1 0
9002947842	0 1 0
9003045677	0 1 0
9003086944	0 1 0
9003090305	0 1 0
9003193389	0 1 0
9003388832	0 1 0
9003726284	0 1 0
9003908532	0 1 0
9004028921	0 1 0
